base_name,frontal_image,lateral_image,frontal_mask,lateral_mask,folder
csr1163a,csr1163a_frontal.png,csr1163a_lateral.png,csr1163a_frontal_mask.png,csr1163a_lateral_mask.png,train
csr1164a,csr1164a_frontal.png,csr1164a_lateral.png,csr1164a_frontal_mask.png,csr1164a_lateral_mask.png,train
csr1165a,csr1165a_frontal.png,csr1165a_lateral.png,csr1165a_frontal_mask.png,csr1165a_lateral_mask.png,train
csr1166a,csr1166a_frontal.png,csr1166a_lateral.png,csr1166a_frontal_mask.png,csr1166a_lateral_mask.png,train
csr1167a,csr1167a_frontal.png,csr1167a_lateral.png,csr1167a_frontal_mask.png,csr1167a_lateral_mask.png,train
csr1168a,csr1168a_frontal.png,csr1168a_lateral.png,csr1168a_frontal_mask.png,csr1168a_lateral_mask.png,train
csr1170a,csr1170a_frontal.png,csr1170a_lateral.png,csr1170a_frontal_mask.png,csr1170a_lateral_mask.png,val
csr1171a,csr1171a_frontal.png,csr1171a_lateral.png,csr1171a_frontal_mask.png,csr1171a_lateral_mask.png,test
csr1173a,csr1173a_frontal.png,csr1173a_lateral.png,csr1173a_frontal_mask.png,csr1173a_lateral_mask.png,test
csr1174a,csr1174a_frontal.png,csr1174a_lateral.png,csr1174a_frontal_mask.png,csr1174a_lateral_mask.png,train
csr1175a,csr1175a_frontal.png,csr1175a_lateral.png,csr1175a_frontal_mask.png,csr1175a_lateral_mask.png,train
csr1176a,csr1176a_frontal.png,csr1176a_lateral.png,csr1176a_frontal_mask.png,csr1176a_lateral_mask.png,train
csr1177a,csr1177a_frontal.png,csr1177a_lateral.png,csr1177a_frontal_mask.png,csr1177a_lateral_mask.png,train
csr1178a,csr1178a_frontal.png,csr1178a_lateral.png,csr1178a_frontal_mask.png,csr1178a_lateral_mask.png,train
csr1179a,csr1179a_frontal.png,csr1179a_lateral.png,csr1179a_frontal_mask.png,csr1179a_lateral_mask.png,train
csr1180a,csr1180a_frontal.png,csr1180a_lateral.png,csr1180a_frontal_mask.png,csr1180a_lateral_mask.png,train
csr1181a,csr1181a_frontal.png,csr1181a_lateral.png,csr1181a_frontal_mask.png,csr1181a_lateral_mask.png,train
csr1182a,csr1182a_frontal.png,csr1182a_lateral.png,csr1182a_frontal_mask.png,csr1182a_lateral_mask.png,train
csr1183a,csr1183a_frontal.png,csr1183a_lateral.png,csr1183a_frontal_mask.png,csr1183a_lateral_mask.png,val
csr1184a,csr1184a_frontal.png,csr1184a_lateral.png,csr1184a_frontal_mask.png,csr1184a_lateral_mask.png,train
csr1185a,csr1185a_frontal.png,csr1185a_lateral.png,csr1185a_frontal_mask.png,csr1185a_lateral_mask.png,train
csr1186a,csr1186a_frontal.png,csr1186a_lateral.png,csr1186a_frontal_mask.png,csr1186a_lateral_mask.png,train
csr1187a,csr1187a_frontal.png,csr1187a_lateral.png,csr1187a_frontal_mask.png,csr1187a_lateral_mask.png,train
csr1188a,csr1188a_frontal.png,csr1188a_lateral.png,csr1188a_frontal_mask.png,csr1188a_lateral_mask.png,train
csr1189a,csr1189a_frontal.png,csr1189a_lateral.png,csr1189a_frontal_mask.png,csr1189a_lateral_mask.png,train
csr1190a,csr1190a_frontal.png,csr1190a_lateral.png,csr1190a_frontal_mask.png,csr1190a_lateral_mask.png,train
csr1191a,csr1191a_frontal.png,csr1191a_lateral.png,csr1191a_frontal_mask.png,csr1191a_lateral_mask.png,train
csr1192a,csr1192a_frontal.png,csr1192a_lateral.png,csr1192a_frontal_mask.png,csr1192a_lateral_mask.png,train
csr1193a,csr1193a_frontal.png,csr1193a_lateral.png,csr1193a_frontal_mask.png,csr1193a_lateral_mask.png,train
csr1194a,csr1194a_frontal.png,csr1194a_lateral.png,csr1194a_frontal_mask.png,csr1194a_lateral_mask.png,train
csr1195a,csr1195a_frontal.png,csr1195a_lateral.png,csr1195a_frontal_mask.png,csr1195a_lateral_mask.png,train
csr1196a,csr1196a_frontal.png,csr1196a_lateral.png,csr1196a_frontal_mask.png,csr1196a_lateral_mask.png,train
csr1197a,csr1197a_frontal.png,csr1197a_lateral.png,csr1197a_frontal_mask.png,csr1197a_lateral_mask.png,train
csr1198a,csr1198a_frontal.png,csr1198a_lateral.png,csr1198a_frontal_mask.png,csr1198a_lateral_mask.png,train
csr1199a,csr1199a_frontal.png,csr1199a_lateral.png,csr1199a_frontal_mask.png,csr1199a_lateral_mask.png,train
csr1200a,csr1200a_frontal.png,csr1200a_lateral.png,csr1200a_frontal_mask.png,csr1200a_lateral_mask.png,train
csr1201a,csr1201a_frontal.png,csr1201a_lateral.png,csr1201a_frontal_mask.png,csr1201a_lateral_mask.png,train
csr1202a,csr1202a_frontal.png,csr1202a_lateral.png,csr1202a_frontal_mask.png,csr1202a_lateral_mask.png,train
csr1203a,csr1203a_frontal.png,csr1203a_lateral.png,csr1203a_frontal_mask.png,csr1203a_lateral_mask.png,test
csr1204a,csr1204a_frontal.png,csr1204a_lateral.png,csr1204a_frontal_mask.png,csr1204a_lateral_mask.png,train
csr1205a,csr1205a_frontal.png,csr1205a_lateral.png,csr1205a_frontal_mask.png,csr1205a_lateral_mask.png,train
csr1206a,csr1206a_frontal.png,csr1206a_lateral.png,csr1206a_frontal_mask.png,csr1206a_lateral_mask.png,train
csr1207a,csr1207a_frontal.png,csr1207a_lateral.png,csr1207a_frontal_mask.png,csr1207a_lateral_mask.png,val
csr1208a,csr1208a_frontal.png,csr1208a_lateral.png,csr1208a_frontal_mask.png,csr1208a_lateral_mask.png,train
csr1209a,csr1209a_frontal.png,csr1209a_lateral.png,csr1209a_frontal_mask.png,csr1209a_lateral_mask.png,test
csr1210a,csr1210a_frontal.png,csr1210a_lateral.png,csr1210a_frontal_mask.png,csr1210a_lateral_mask.png,train
csr1211a,csr1211a_frontal.png,csr1211a_lateral.png,csr1211a_frontal_mask.png,csr1211a_lateral_mask.png,train
csr1212a,csr1212a_frontal.png,csr1212a_lateral.png,csr1212a_frontal_mask.png,csr1212a_lateral_mask.png,train
csr1213a,csr1213a_frontal.png,csr1213a_lateral.png,csr1213a_frontal_mask.png,csr1213a_lateral_mask.png,train
csr1214a,csr1214a_frontal.png,csr1214a_lateral.png,csr1214a_frontal_mask.png,csr1214a_lateral_mask.png,train
csr1215a,csr1215a_frontal.png,csr1215a_lateral.png,csr1215a_frontal_mask.png,csr1215a_lateral_mask.png,val
csr1216a,csr1216a_frontal.png,csr1216a_lateral.png,csr1216a_frontal_mask.png,csr1216a_lateral_mask.png,train
csr1217a,csr1217a_frontal.png,csr1217a_lateral.png,csr1217a_frontal_mask.png,csr1217a_lateral_mask.png,val
csr1218a,csr1218a_frontal.png,csr1218a_lateral.png,csr1218a_frontal_mask.png,csr1218a_lateral_mask.png,val
csr1219a,csr1219a_frontal.png,csr1219a_lateral.png,csr1219a_frontal_mask.png,csr1219a_lateral_mask.png,test
csr1220a,csr1220a_frontal.png,csr1220a_lateral.png,csr1220a_frontal_mask.png,csr1220a_lateral_mask.png,train
csr1221a,csr1221a_frontal.png,csr1221a_lateral.png,csr1221a_frontal_mask.png,csr1221a_lateral_mask.png,train
csr1222a,csr1222a_frontal.png,csr1222a_lateral.png,csr1222a_frontal_mask.png,csr1222a_lateral_mask.png,train
csr1223a,csr1223a_frontal.png,csr1223a_lateral.png,csr1223a_frontal_mask.png,csr1223a_lateral_mask.png,train
csr1224a,csr1224a_frontal.png,csr1224a_lateral.png,csr1224a_frontal_mask.png,csr1224a_lateral_mask.png,train
csr1225a,csr1225a_frontal.png,csr1225a_lateral.png,csr1225a_frontal_mask.png,csr1225a_lateral_mask.png,train
csr1226a,csr1226a_frontal.png,csr1226a_lateral.png,csr1226a_frontal_mask.png,csr1226a_lateral_mask.png,test
csr1227a,csr1227a_frontal.png,csr1227a_lateral.png,csr1227a_frontal_mask.png,csr1227a_lateral_mask.png,train
csr1228a,csr1228a_frontal.png,csr1228a_lateral.png,csr1228a_frontal_mask.png,csr1228a_lateral_mask.png,test
csr1229a,csr1229a_frontal.png,csr1229a_lateral.png,csr1229a_frontal_mask.png,csr1229a_lateral_mask.png,train
csr1230a,csr1230a_frontal.png,csr1230a_lateral.png,csr1230a_frontal_mask.png,csr1230a_lateral_mask.png,train
csr1231a,csr1231a_frontal.png,csr1231a_lateral.png,csr1231a_frontal_mask.png,csr1231a_lateral_mask.png,train
csr1232a,csr1232a_frontal.png,csr1232a_lateral.png,csr1232a_frontal_mask.png,csr1232a_lateral_mask.png,train
csr1233a,csr1233a_frontal.png,csr1233a_lateral.png,csr1233a_frontal_mask.png,csr1233a_lateral_mask.png,train
csr1234a,csr1234a_frontal.png,csr1234a_lateral.png,csr1234a_frontal_mask.png,csr1234a_lateral_mask.png,train
csr1235a,csr1235a_frontal.png,csr1235a_lateral.png,csr1235a_frontal_mask.png,csr1235a_lateral_mask.png,train
csr1236a,csr1236a_frontal.png,csr1236a_lateral.png,csr1236a_frontal_mask.png,csr1236a_lateral_mask.png,train
csr1237a,csr1237a_frontal.png,csr1237a_lateral.png,csr1237a_frontal_mask.png,csr1237a_lateral_mask.png,train
csr1238a,csr1238a_frontal.png,csr1238a_lateral.png,csr1238a_frontal_mask.png,csr1238a_lateral_mask.png,train
csr1239a,csr1239a_frontal.png,csr1239a_lateral.png,csr1239a_frontal_mask.png,csr1239a_lateral_mask.png,train
csr1240a,csr1240a_frontal.png,csr1240a_lateral.png,csr1240a_frontal_mask.png,csr1240a_lateral_mask.png,train
csr1241a,csr1241a_frontal.png,csr1241a_lateral.png,csr1241a_frontal_mask.png,csr1241a_lateral_mask.png,train
csr1242a,csr1242a_frontal.png,csr1242a_lateral.png,csr1242a_frontal_mask.png,csr1242a_lateral_mask.png,train
csr1243a,csr1243a_frontal.png,csr1243a_lateral.png,csr1243a_frontal_mask.png,csr1243a_lateral_mask.png,train
csr1244a,csr1244a_frontal.png,csr1244a_lateral.png,csr1244a_frontal_mask.png,csr1244a_lateral_mask.png,train
csr1245a,csr1245a_frontal.png,csr1245a_lateral.png,csr1245a_frontal_mask.png,csr1245a_lateral_mask.png,train
csr1246a,csr1246a_frontal.png,csr1246a_lateral.png,csr1246a_frontal_mask.png,csr1246a_lateral_mask.png,train
csr1247a,csr1247a_frontal.png,csr1247a_lateral.png,csr1247a_frontal_mask.png,csr1247a_lateral_mask.png,test
csr1248a,csr1248a_frontal.png,csr1248a_lateral.png,csr1248a_frontal_mask.png,csr1248a_lateral_mask.png,train
csr1249a,csr1249a_frontal.png,csr1249a_lateral.png,csr1249a_frontal_mask.png,csr1249a_lateral_mask.png,val
csr1250a,csr1250a_frontal.png,csr1250a_lateral.png,csr1250a_frontal_mask.png,csr1250a_lateral_mask.png,val
csr1251a,csr1251a_frontal.png,csr1251a_lateral.png,csr1251a_frontal_mask.png,csr1251a_lateral_mask.png,val
csr1252a,csr1252a_frontal.png,csr1252a_lateral.png,csr1252a_frontal_mask.png,csr1252a_lateral_mask.png,train
csr1253a,csr1253a_frontal.png,csr1253a_lateral.png,csr1253a_frontal_mask.png,csr1253a_lateral_mask.png,train
csr1254a,csr1254a_frontal.png,csr1254a_lateral.png,csr1254a_frontal_mask.png,csr1254a_lateral_mask.png,val
csr1255a,csr1255a_frontal.png,csr1255a_lateral.png,csr1255a_frontal_mask.png,csr1255a_lateral_mask.png,train
csr1256a,csr1256a_frontal.png,csr1256a_lateral.png,csr1256a_frontal_mask.png,csr1256a_lateral_mask.png,train
csr1257a,csr1257a_frontal.png,csr1257a_lateral.png,csr1257a_frontal_mask.png,csr1257a_lateral_mask.png,train
csr1258a,csr1258a_frontal.png,csr1258a_lateral.png,csr1258a_frontal_mask.png,csr1258a_lateral_mask.png,train
csr1259a,csr1259a_frontal.png,csr1259a_lateral.png,csr1259a_frontal_mask.png,csr1259a_lateral_mask.png,train
csr1260a,csr1260a_frontal.png,csr1260a_lateral.png,csr1260a_frontal_mask.png,csr1260a_lateral_mask.png,train
csr1261a,csr1261a_frontal.png,csr1261a_lateral.png,csr1261a_frontal_mask.png,csr1261a_lateral_mask.png,train
csr1262a,csr1262a_frontal.png,csr1262a_lateral.png,csr1262a_frontal_mask.png,csr1262a_lateral_mask.png,train
csr1263a,csr1263a_frontal.png,csr1263a_lateral.png,csr1263a_frontal_mask.png,csr1263a_lateral_mask.png,train
csr1264a,csr1264a_frontal.png,csr1264a_lateral.png,csr1264a_frontal_mask.png,csr1264a_lateral_mask.png,train
csr1265a,csr1265a_frontal.png,csr1265a_lateral.png,csr1265a_frontal_mask.png,csr1265a_lateral_mask.png,train
csr1266a,csr1266a_frontal.png,csr1266a_lateral.png,csr1266a_frontal_mask.png,csr1266a_lateral_mask.png,train
csr1267a,csr1267a_frontal.png,csr1267a_lateral.png,csr1267a_frontal_mask.png,csr1267a_lateral_mask.png,val
csr1268a,csr1268a_frontal.png,csr1268a_lateral.png,csr1268a_frontal_mask.png,csr1268a_lateral_mask.png,train
csr1269a,csr1269a_frontal.png,csr1269a_lateral.png,csr1269a_frontal_mask.png,csr1269a_lateral_mask.png,train
csr1270a,csr1270a_frontal.png,csr1270a_lateral.png,csr1270a_frontal_mask.png,csr1270a_lateral_mask.png,test
csr1271a,csr1271a_frontal.png,csr1271a_lateral.png,csr1271a_frontal_mask.png,csr1271a_lateral_mask.png,train
csr1272a,csr1272a_frontal.png,csr1272a_lateral.png,csr1272a_frontal_mask.png,csr1272a_lateral_mask.png,train
csr1273a,csr1273a_frontal.png,csr1273a_lateral.png,csr1273a_frontal_mask.png,csr1273a_lateral_mask.png,train
csr1274a,csr1274a_frontal.png,csr1274a_lateral.png,csr1274a_frontal_mask.png,csr1274a_lateral_mask.png,train
csr1275a,csr1275a_frontal.png,csr1275a_lateral.png,csr1275a_frontal_mask.png,csr1275a_lateral_mask.png,train
csr1276a,csr1276a_frontal.png,csr1276a_lateral.png,csr1276a_frontal_mask.png,csr1276a_lateral_mask.png,train
csr1277a,csr1277a_frontal.png,csr1277a_lateral.png,csr1277a_frontal_mask.png,csr1277a_lateral_mask.png,val
csr1278a,csr1278a_frontal.png,csr1278a_lateral.png,csr1278a_frontal_mask.png,csr1278a_lateral_mask.png,train
csr1279a,csr1279a_frontal.png,csr1279a_lateral.png,csr1279a_frontal_mask.png,csr1279a_lateral_mask.png,train
csr1280a,csr1280a_frontal.png,csr1280a_lateral.png,csr1280a_frontal_mask.png,csr1280a_lateral_mask.png,train
csr1281a,csr1281a_frontal.png,csr1281a_lateral.png,csr1281a_frontal_mask.png,csr1281a_lateral_mask.png,val
csr1282a,csr1282a_frontal.png,csr1282a_lateral.png,csr1282a_frontal_mask.png,csr1282a_lateral_mask.png,train
csr1283a,csr1283a_frontal.png,csr1283a_lateral.png,csr1283a_frontal_mask.png,csr1283a_lateral_mask.png,train
csr1284a,csr1284a_frontal.png,csr1284a_lateral.png,csr1284a_frontal_mask.png,csr1284a_lateral_mask.png,test
csr1285a,csr1285a_frontal.png,csr1285a_lateral.png,csr1285a_frontal_mask.png,csr1285a_lateral_mask.png,train
csr1286a,csr1286a_frontal.png,csr1286a_lateral.png,csr1286a_frontal_mask.png,csr1286a_lateral_mask.png,train
csr1287a,csr1287a_frontal.png,csr1287a_lateral.png,csr1287a_frontal_mask.png,csr1287a_lateral_mask.png,train
csr1288a,csr1288a_frontal.png,csr1288a_lateral.png,csr1288a_frontal_mask.png,csr1288a_lateral_mask.png,train
csr1289a,csr1289a_frontal.png,csr1289a_lateral.png,csr1289a_frontal_mask.png,csr1289a_lateral_mask.png,test
csr1290a,csr1290a_frontal.png,csr1290a_lateral.png,csr1290a_frontal_mask.png,csr1290a_lateral_mask.png,train
csr1291a,csr1291a_frontal.png,csr1291a_lateral.png,csr1291a_frontal_mask.png,csr1291a_lateral_mask.png,train
csr1292a,csr1292a_frontal.png,csr1292a_lateral.png,csr1292a_frontal_mask.png,csr1292a_lateral_mask.png,train
csr1293a,csr1293a_frontal.png,csr1293a_lateral.png,csr1293a_frontal_mask.png,csr1293a_lateral_mask.png,train
csr1294a,csr1294a_frontal.png,csr1294a_lateral.png,csr1294a_frontal_mask.png,csr1294a_lateral_mask.png,train
csr1295a,csr1295a_frontal.png,csr1295a_lateral.png,csr1295a_frontal_mask.png,csr1295a_lateral_mask.png,train
csr1296a,csr1296a_frontal.png,csr1296a_lateral.png,csr1296a_frontal_mask.png,csr1296a_lateral_mask.png,train
csr1297a,csr1297a_frontal.png,csr1297a_lateral.png,csr1297a_frontal_mask.png,csr1297a_lateral_mask.png,train
csr1298a,csr1298a_frontal.png,csr1298a_lateral.png,csr1298a_frontal_mask.png,csr1298a_lateral_mask.png,train
csr1299a,csr1299a_frontal.png,csr1299a_lateral.png,csr1299a_frontal_mask.png,csr1299a_lateral_mask.png,train
csr1300a,csr1300a_frontal.png,csr1300a_lateral.png,csr1300a_frontal_mask.png,csr1300a_lateral_mask.png,test
csr1301a,csr1301a_frontal.png,csr1301a_lateral.png,csr1301a_frontal_mask.png,csr1301a_lateral_mask.png,val
csr1302a,csr1302a_frontal.png,csr1302a_lateral.png,csr1302a_frontal_mask.png,csr1302a_lateral_mask.png,train
csr1303a,csr1303a_frontal.png,csr1303a_lateral.png,csr1303a_frontal_mask.png,csr1303a_lateral_mask.png,train
csr1304a,csr1304a_frontal.png,csr1304a_lateral.png,csr1304a_frontal_mask.png,csr1304a_lateral_mask.png,train
csr1305a,csr1305a_frontal.png,csr1305a_lateral.png,csr1305a_frontal_mask.png,csr1305a_lateral_mask.png,train
csr1306a,csr1306a_frontal.png,csr1306a_lateral.png,csr1306a_frontal_mask.png,csr1306a_lateral_mask.png,train
csr1307a,csr1307a_frontal.png,csr1307a_lateral.png,csr1307a_frontal_mask.png,csr1307a_lateral_mask.png,train
csr1308a,csr1308a_frontal.png,csr1308a_lateral.png,csr1308a_frontal_mask.png,csr1308a_lateral_mask.png,train
csr1309a,csr1309a_frontal.png,csr1309a_lateral.png,csr1309a_frontal_mask.png,csr1309a_lateral_mask.png,train
csr1310a,csr1310a_frontal.png,csr1310a_lateral.png,csr1310a_frontal_mask.png,csr1310a_lateral_mask.png,test
csr1311a,csr1311a_frontal.png,csr1311a_lateral.png,csr1311a_frontal_mask.png,csr1311a_lateral_mask.png,train
csr1312a,csr1312a_frontal.png,csr1312a_lateral.png,csr1312a_frontal_mask.png,csr1312a_lateral_mask.png,train
csr1313a,csr1313a_frontal.png,csr1313a_lateral.png,csr1313a_frontal_mask.png,csr1313a_lateral_mask.png,train
csr1314a,csr1314a_frontal.png,csr1314a_lateral.png,csr1314a_frontal_mask.png,csr1314a_lateral_mask.png,train
csr1315a,csr1315a_frontal.png,csr1315a_lateral.png,csr1315a_frontal_mask.png,csr1315a_lateral_mask.png,train
csr1316a,csr1316a_frontal.png,csr1316a_lateral.png,csr1316a_frontal_mask.png,csr1316a_lateral_mask.png,train
csr1317a,csr1317a_frontal.png,csr1317a_lateral.png,csr1317a_frontal_mask.png,csr1317a_lateral_mask.png,train
csr1318a,csr1318a_frontal.png,csr1318a_lateral.png,csr1318a_frontal_mask.png,csr1318a_lateral_mask.png,test
csr1319a,csr1319a_frontal.png,csr1319a_lateral.png,csr1319a_frontal_mask.png,csr1319a_lateral_mask.png,train
csr1320a,csr1320a_frontal.png,csr1320a_lateral.png,csr1320a_frontal_mask.png,csr1320a_lateral_mask.png,test
csr1321a,csr1321a_frontal.png,csr1321a_lateral.png,csr1321a_frontal_mask.png,csr1321a_lateral_mask.png,train
csr1322a,csr1322a_frontal.png,csr1322a_lateral.png,csr1322a_frontal_mask.png,csr1322a_lateral_mask.png,train
csr1323a,csr1323a_frontal.png,csr1323a_lateral.png,csr1323a_frontal_mask.png,csr1323a_lateral_mask.png,train
csr1324a,csr1324a_frontal.png,csr1324a_lateral.png,csr1324a_frontal_mask.png,csr1324a_lateral_mask.png,test
csr1325a,csr1325a_frontal.png,csr1325a_lateral.png,csr1325a_frontal_mask.png,csr1325a_lateral_mask.png,train
csr1326a,csr1326a_frontal.png,csr1326a_lateral.png,csr1326a_frontal_mask.png,csr1326a_lateral_mask.png,test
csr1327a,csr1327a_frontal.png,csr1327a_lateral.png,csr1327a_frontal_mask.png,csr1327a_lateral_mask.png,train
csr1328a,csr1328a_frontal.png,csr1328a_lateral.png,csr1328a_frontal_mask.png,csr1328a_lateral_mask.png,train
csr1329a,csr1329a_frontal.png,csr1329a_lateral.png,csr1329a_frontal_mask.png,csr1329a_lateral_mask.png,train
csr1330a,csr1330a_frontal.png,csr1330a_lateral.png,csr1330a_frontal_mask.png,csr1330a_lateral_mask.png,train
csr1331a,csr1331a_frontal.png,csr1331a_lateral.png,csr1331a_frontal_mask.png,csr1331a_lateral_mask.png,train
csr1332a,csr1332a_frontal.png,csr1332a_lateral.png,csr1332a_frontal_mask.png,csr1332a_lateral_mask.png,train
csr1333a,csr1333a_frontal.png,csr1333a_lateral.png,csr1333a_frontal_mask.png,csr1333a_lateral_mask.png,train
csr1334a,csr1334a_frontal.png,csr1334a_lateral.png,csr1334a_frontal_mask.png,csr1334a_lateral_mask.png,train
csr1335a,csr1335a_frontal.png,csr1335a_lateral.png,csr1335a_frontal_mask.png,csr1335a_lateral_mask.png,test
csr1336a,csr1336a_frontal.png,csr1336a_lateral.png,csr1336a_frontal_mask.png,csr1336a_lateral_mask.png,train
csr1337a,csr1337a_frontal.png,csr1337a_lateral.png,csr1337a_frontal_mask.png,csr1337a_lateral_mask.png,train
csr1338a,csr1338a_frontal.png,csr1338a_lateral.png,csr1338a_frontal_mask.png,csr1338a_lateral_mask.png,train
csr1339a,csr1339a_frontal.png,csr1339a_lateral.png,csr1339a_frontal_mask.png,csr1339a_lateral_mask.png,train
csr1340a,csr1340a_frontal.png,csr1340a_lateral.png,csr1340a_frontal_mask.png,csr1340a_lateral_mask.png,train
csr1341a,csr1341a_frontal.png,csr1341a_lateral.png,csr1341a_frontal_mask.png,csr1341a_lateral_mask.png,train
csr1342a,csr1342a_frontal.png,csr1342a_lateral.png,csr1342a_frontal_mask.png,csr1342a_lateral_mask.png,train
csr1343a,csr1343a_frontal.png,csr1343a_lateral.png,csr1343a_frontal_mask.png,csr1343a_lateral_mask.png,train
csr1344a,csr1344a_frontal.png,csr1344a_lateral.png,csr1344a_frontal_mask.png,csr1344a_lateral_mask.png,train
csr1345a,csr1345a_frontal.png,csr1345a_lateral.png,csr1345a_frontal_mask.png,csr1345a_lateral_mask.png,train
csr1346a,csr1346a_frontal.png,csr1346a_lateral.png,csr1346a_frontal_mask.png,csr1346a_lateral_mask.png,train
csr1350a,csr1350a_frontal.png,csr1350a_lateral.png,csr1350a_frontal_mask.png,csr1350a_lateral_mask.png,train
csr1351a,csr1351a_frontal.png,csr1351a_lateral.png,csr1351a_frontal_mask.png,csr1351a_lateral_mask.png,train
csr1352a,csr1352a_frontal.png,csr1352a_lateral.png,csr1352a_frontal_mask.png,csr1352a_lateral_mask.png,test
csr1353a,csr1353a_frontal.png,csr1353a_lateral.png,csr1353a_frontal_mask.png,csr1353a_lateral_mask.png,train
csr1354a,csr1354a_frontal.png,csr1354a_lateral.png,csr1354a_frontal_mask.png,csr1354a_lateral_mask.png,train
csr1355a,csr1355a_frontal.png,csr1355a_lateral.png,csr1355a_frontal_mask.png,csr1355a_lateral_mask.png,train
csr1356a,csr1356a_frontal.png,csr1356a_lateral.png,csr1356a_frontal_mask.png,csr1356a_lateral_mask.png,train
csr1357a,csr1357a_frontal.png,csr1357a_lateral.png,csr1357a_frontal_mask.png,csr1357a_lateral_mask.png,test
csr1358a,csr1358a_frontal.png,csr1358a_lateral.png,csr1358a_frontal_mask.png,csr1358a_lateral_mask.png,train
csr1359a,csr1359a_frontal.png,csr1359a_lateral.png,csr1359a_frontal_mask.png,csr1359a_lateral_mask.png,train
csr1360a,csr1360a_frontal.png,csr1360a_lateral.png,csr1360a_frontal_mask.png,csr1360a_lateral_mask.png,test
csr1361a,csr1361a_frontal.png,csr1361a_lateral.png,csr1361a_frontal_mask.png,csr1361a_lateral_mask.png,train
csr1362a,csr1362a_frontal.png,csr1362a_lateral.png,csr1362a_frontal_mask.png,csr1362a_lateral_mask.png,test
csr1363a,csr1363a_frontal.png,csr1363a_lateral.png,csr1363a_frontal_mask.png,csr1363a_lateral_mask.png,train
csr1364a,csr1364a_frontal.png,csr1364a_lateral.png,csr1364a_frontal_mask.png,csr1364a_lateral_mask.png,train
csr1365a,csr1365a_frontal.png,csr1365a_lateral.png,csr1365a_frontal_mask.png,csr1365a_lateral_mask.png,train
csr1366a,csr1366a_frontal.png,csr1366a_lateral.png,csr1366a_frontal_mask.png,csr1366a_lateral_mask.png,train
csr1367a,csr1367a_frontal.png,csr1367a_lateral.png,csr1367a_frontal_mask.png,csr1367a_lateral_mask.png,train
csr1368a,csr1368a_frontal.png,csr1368a_lateral.png,csr1368a_frontal_mask.png,csr1368a_lateral_mask.png,train
csr1369a,csr1369a_frontal.png,csr1369a_lateral.png,csr1369a_frontal_mask.png,csr1369a_lateral_mask.png,test
csr1370a,csr1370a_frontal.png,csr1370a_lateral.png,csr1370a_frontal_mask.png,csr1370a_lateral_mask.png,test
csr1371a,csr1371a_frontal.png,csr1371a_lateral.png,csr1371a_frontal_mask.png,csr1371a_lateral_mask.png,train
csr1372a,csr1372a_frontal.png,csr1372a_lateral.png,csr1372a_frontal_mask.png,csr1372a_lateral_mask.png,train
csr1373a,csr1373a_frontal.png,csr1373a_lateral.png,csr1373a_frontal_mask.png,csr1373a_lateral_mask.png,val
csr1374a,csr1374a_frontal.png,csr1374a_lateral.png,csr1374a_frontal_mask.png,csr1374a_lateral_mask.png,test
csr1375a,csr1375a_frontal.png,csr1375a_lateral.png,csr1375a_frontal_mask.png,csr1375a_lateral_mask.png,train
csr1376a,csr1376a_frontal.png,csr1376a_lateral.png,csr1376a_frontal_mask.png,csr1376a_lateral_mask.png,train
csr1377a,csr1377a_frontal.png,csr1377a_lateral.png,csr1377a_frontal_mask.png,csr1377a_lateral_mask.png,train
csr1378a,csr1378a_frontal.png,csr1378a_lateral.png,csr1378a_frontal_mask.png,csr1378a_lateral_mask.png,test
csr1379a,csr1379a_frontal.png,csr1379a_lateral.png,csr1379a_frontal_mask.png,csr1379a_lateral_mask.png,train
csr1380a,csr1380a_frontal.png,csr1380a_lateral.png,csr1380a_frontal_mask.png,csr1380a_lateral_mask.png,train
csr1381a,csr1381a_frontal.png,csr1381a_lateral.png,csr1381a_frontal_mask.png,csr1381a_lateral_mask.png,train
csr1382a,csr1382a_frontal.png,csr1382a_lateral.png,csr1382a_frontal_mask.png,csr1382a_lateral_mask.png,train
csr1383a,csr1383a_frontal.png,csr1383a_lateral.png,csr1383a_frontal_mask.png,csr1383a_lateral_mask.png,test
csr1384a,csr1384a_frontal.png,csr1384a_lateral.png,csr1384a_frontal_mask.png,csr1384a_lateral_mask.png,train
csr1385a,csr1385a_frontal.png,csr1385a_lateral.png,csr1385a_frontal_mask.png,csr1385a_lateral_mask.png,train
csr1386a,csr1386a_frontal.png,csr1386a_lateral.png,csr1386a_frontal_mask.png,csr1386a_lateral_mask.png,train
csr1387a,csr1387a_frontal.png,csr1387a_lateral.png,csr1387a_frontal_mask.png,csr1387a_lateral_mask.png,test
csr1388a,csr1388a_frontal.png,csr1388a_lateral.png,csr1388a_frontal_mask.png,csr1388a_lateral_mask.png,train
csr1389a,csr1389a_frontal.png,csr1389a_lateral.png,csr1389a_frontal_mask.png,csr1389a_lateral_mask.png,train
csr1390a,csr1390a_frontal.png,csr1390a_lateral.png,csr1390a_frontal_mask.png,csr1390a_lateral_mask.png,test
csr1391a,csr1391a_frontal.png,csr1391a_lateral.png,csr1391a_frontal_mask.png,csr1391a_lateral_mask.png,train
csr1392a,csr1392a_frontal.png,csr1392a_lateral.png,csr1392a_frontal_mask.png,csr1392a_lateral_mask.png,train
